api_type,kind,member,type,default,status,comment
ETcVnContoursMatchComparisonMethod,Enums,TCVN_CMCM_CONTOURS_MATCH_I2,DINT,,present,Contours are compared using the sum over the differences between the individual characteristics.
ETcVnContoursMatchComparisonMethod,Enums,TCVN_CMCM_CONTOURS_MATCH_I3,DINT,,present,Contours are compared using only the maximum difference between the individual characteristics.
ETcVnDataLayout,Enums,TCVN_DL_DEFAULT,ULINT,,present,Default
ETcVnDataLayout,Enums,TCVN_DL_2D_HW,ULINT,,present,"2D data HW, multi/single channel image"
ETcVnDataLayout,Enums,TCVN_DL_2D_WH,ULINT,,present,"2D data WH, multi/single channel image"
ETcVnDataLayout,Enums,TCVN_DL_3D_CHW,ULINT,,present,"3D data CHW, single channel image"
ETcVnDataLayout,Enums,TCVN_DL_3D_HWC,ULINT,,present,"3D data HWC, single channel image"
ETcVnDataLayout,Enums,TCVN_DL_4D_NCHW,ULINT,,present,"4D data NCHW, single channel image"
ETcVnDataLayout,Enums,TCVN_DL_4D_NHWC,ULINT,,present,"4D data NHWC, single channel image"
ETcVnDataMatrixOptions,Enums,TCVN_DMO_DEFAULT,ULINT,,present,Expects a graylevel image as input. Applies an adaptive local threshold and creates a dynamic grid based on the clock pattern.
ETcVnDataMatrixOptions,Enums,TCVN_DMO_BINARY_INPUT,ULINT,,present,"Expects a binary image as input (all pixels must contain 0 or 255, disables internal preprocessing)"
ETcVnDataMatrixOptions,Enums,TCVN_DMO_GLOBAL_THRESHOLD,ULINT,,present,Applies a global instead of an adaptive local threshold (requires uniform illumination)
ETcVnDataMatrixOptions,Enums,TCVN_DMO_BINARY_GRID,ULINT,,present,Create the dynamic grid based on the binary instead of the graylevel image
ETcVnDataMatrixOptions,Enums,TCVN_DMO_STATIC_GRID,ULINT,,present,Use an equally spaced static grid instead of a dynamic one
ETcVnDataMatrixOptions,Enums,TCVN_DMO_REGULAR_COLOR,ULINT,,present,Only search for regular color (dark code on light background)
ETcVnDataMatrixOptions,Enums,TCVN_DMO_INVERTED_COLOR,ULINT,,present,Only search for inverted color (light code on dark background)
ETcVnDetectBarcodesWalshOptions,Enums,TCVN_DBWO_HORIZONTAL,UDINT,,present,Localize horizontal barcodes.
ETcVnDetectBarcodesWalshOptions,Enums,TCVN_DBWO_VERTICAL,UDINT,,present,Localize vertical barcodes.
ETcVnDetectBarcodesWalshOptions,Enums,TCVN_DBWO_DIAGONAL_45,UDINT,,present,Localize diagonal barcodes rotated by 45 degrees.
ETcVnDetectBarcodesWalshOptions,Enums,TCVN_DBWO_DIAGONAL_135,UDINT,,present,Localize diagonal barcodes rotated by 135 degrees.
ETcVnDetectBarcodesWalshOptions,Enums,TCVN_DBWO_ALL_DIRECTIONS,UDINT,,present,Localize arbitrarily rotated barcodes.
ETcVnDetectPatternPointsOptions,Enums,TCVN_DPPO_SYMMETRIC,UDINT,,present,Symmetric grid
ETcVnDetectPatternPointsOptions,Enums,TCVN_DPPO_ASYMMETRIC,UDINT,,present,Asymmetric grid
ETcVnDetectPatternPointsOptions,Enums,TCVN_DPPO_CLUSTERING,UDINT,,present,"Use a clustering algorithm for grid detection (more robust to perspective distortion, but less robust to background clutter)"
ETcVnDiffusivityTypeKAZE,Enums,TCVN_DT1_KAZE_PM_G1,DINT,,present,Uses the Perona-Malik diffusivity filter g1.
ETcVnDiffusivityTypeKAZE,Enums,TCVN_DT1_KAZE_PM_G2,DINT,,present,Uses the Perona-Malik diffusivity filter g2.
ETcVnDiffusivityTypeKAZE,Enums,TCVN_DT1_KAZE_WEICKERT,DINT,,present,Uses the Weickert diffusivity filter.
ETcVnDiffusivityTypeKAZE,Enums,TCVN_DT1_KAZE_CHARBONNIER,DINT,,present,Uses the Charbonnier diffusivity filter.
ETcVnDistanceTransformationLabel,Enums,TCVN_DTL_CCOMP,DINT,,present,Labels connected components (Each connected component of zeros in the source image and the pixels closest to the connected component will be assigned the same label).
ETcVnDistanceTransformationLabel,Enums,TCVN_DTL_PIXEL,DINT,,present,Labels pixels (Each zero pixel and the non-zero pixels closest to it get their own label).
ETcVnDistanceTransformationMask,Enums,TCVN_DTM_PRECISE,DINT,,present,Uses a precise mask.
ETcVnDistanceTransformationMask,Enums,TCVN_DTM_3,DINT,,present,Uses a 3x3 mask.
ETcVnDistanceTransformationMask,Enums,TCVN_DTM_5,DINT,,present,Uses a 5x5 mask.
ETcVnDistanceType,Enums,TCVN_DT_USER,DINT,,present,User defined distance
ETcVnDistanceType,Enums,TCVN_DT_L1,DINT,,present,|x1 - x2| + |y1 - y2|
ETcVnDistanceType,Enums,TCVN_DT_L2,DINT,,present,Euclidean distance
ETcVnDistanceType,Enums,TCVN_DT_C,DINT,,present,"max(|x1 - x2|, |y1 - y2|)"
ETcVnDistanceType,Enums,TCVN_DT_L12,DINT,,present,L1 - L2 : 2*(sqrt(1 + x*x/2) - 1))
ETcVnDistanceType,Enums,TCVN_DT_FAIR,DINT,,present,"c^2(|x|/c-log(1+|x|/c)), c = 1.3998"
ETcVnDistanceType,Enums,TCVN_DT_WELSCH,DINT,,present,"c^2/2(1-exp(-(x/c)^2)), c = 2.9846"
ETcVnDistanceType,Enums,TCVN_DT_HUBER,DINT,,present,"|x|<c ? x^2/2 : c(|x|-c/2), c=1.345"
ETcVnDotCodeOptions,Enums,TCVN_DCO_DEFAULT,ULINT,,present,Expects a graylevel image as input and applies the default algorithm (similar to the reference decode algorithm)
ETcVnDotCodeOptions,Enums,TCVN_DCO_BINARY_INPUT,ULINT,,present,"Expects a binary image as input (all pixels must contain 0 or 255, disables internal preprocessing)"
ETcVnDotCodeOptions,Enums,TCVN_DCO_DETECTBLOBS,ULINT,,present,Modifies the default algorithm by using blob detection to find the dots (can't be combined with BINARY_INPUT or FILTERCONTOURS)
ETcVnDotCodeOptions,Enums,TCVN_DCO_FILTERCONTOURS,ULINT,,present,"As a preprocessing step, remove contours connected to the image border and with significantly wrong size (relative to provided fModuleWidth)"
ETcVnDotCodeOptions,Enums,TCVN_DCO_REGULAR_COLOR,ULINT,,present,Only search for regular color (dark code on light background)
ETcVnDotCodeOptions,Enums,TCVN_DCO_INVERTED_COLOR,ULINT,,present,Only search for inverted color (light code on dark background)
ETcVnDrawMatchesFlags,Enums,TCVN_DMF_DEFAULT,DINT,,present,Draw all keypoints into a new image.
ETcVnDrawMatchesFlags,Enums,TCVN_DMF_OVERDRAW,DINT,,present,Draw all keypoints into the existing destination image.
ETcVnDrawMatchesFlags,Enums,TCVN_DMF_SKIPSINGLE,DINT,,present,Draw the keypoints into a new image but skip single keypoints.
ETcVnDrawMatchesFlags,Enums,TCVN_DMF_OVERDRAW_SKIPSINGLE,DINT,,present,Draw the keypoints into the existing destination image but skip single keypoints.
ETcVnDrawMatchesFlags,Enums,TCVN_DMF_RICHKEYPOINT,DINT,,present,Draw all keypoints with rich information into a new image.
ETcVnDrawMatchesFlags,Enums,TCVN_DMF_OVERDRAW_RICHKEYPOINT,DINT,,present,Draw all keypoints with rich information into the existing destination image.
ETcVnDrawMatchesFlags,Enums,TCVN_DMF_SKIPSINGLE_RICHKEYPOINT,DINT,,present,Draw the keypoints with rich information into a new image but skip single keypoints.
ETcVnDrawMatchesFlags,Enums,TCVN_DMF_OVERDRAW_SKIPSINGLE_RICHKEYPOINT,DINT,,present,Draw the keypoints with rich information into the existing destination image but skip single keypoints.
ETcVnDrawShape,Enums,TCVN_DS_RANDOM,DINT,,present,"Randomly select a circle, square, plus, X or diamond."
ETcVnDrawShape,Enums,TCVN_DS_CIRCLE,DINT,,present,Circle
ETcVnDrawShape,Enums,TCVN_DS_SQUARE,DINT,,present,Square
ETcVnDrawShape,Enums,TCVN_DS_PLUS,DINT,,present,+
ETcVnDrawShape,Enums,TCVN_DS_X,DINT,,present,x
ETcVnDrawShape,Enums,TCVN_DS_DIAMOND,DINT,,present,Diamond
ETcVnDrawShape,Enums,TCVN_DS_MAX,DINT,,present,"For internal use only, adapted when adding new values."
ETcVnEdgeDetectionAlgorithm,Enums,TCVN_EDA_INTERPOLATION,DINT,,present,"Interpolates pixels (bilinear) and then finds the maximum gradient. This approach is fast and stable, but usually less precise than the function approximation methods."
ETcVnEdgeDetectionAlgorithm,Enums,TCVN_EDA_APPROX_ERF,DINT,,present,"Approximates the edge with an erf function. This approach is slower than the interpolation method, but usually more precise. However, it can be inaccurate if the edge does not suit the erf model."
ETcVnEdgeDetectionAlgorithm,Enums,TCVN_EDA_APPROX_GAUSSIAN,DINT,,present,"Approximates the edge with a gaussian function. This method is intended to find the center of relatively thin lines, so it is likely to be inaccurate for other edges."
ETcVnEdgeDirection,Enums,TCVN_ED_DARK_TO_LIGHT,DINT,,present,Dark to light
ETcVnEdgeDirection,Enums,TCVN_ED_LIGHT_TO_DARK,DINT,,present,Light to dark
ETcVnEdgeSelection,Enums,TCVN_ES_RISING,DINT,,present,"Only search for rising edges, i.e. dark to light transitions"
ETcVnEdgeSelection,Enums,TCVN_ES_FALLING,DINT,,present,"Only search for falling edges, i.e. light to dark transitions"
ETcVnEdgeSelection,Enums,TCVN_ES_ANY,DINT,,present,"Search for any edge direction, i.e. rising or falling"
ETcVnElementType,Enums,TCVN_ET_SAME_AS_SOURCE,DINT,,present,Sets the element type of the destination image to the source image element type.
ETcVnElementType,Enums,TCVN_ET_USINT,DINT,,present,"USINT (depth: 8 bit, 0..255)"
ETcVnElementType,Enums,TCVN_ET_SINT,DINT,,present,"SINT (depth: 8 bit, -128..127)"
ETcVnElementType,Enums,TCVN_ET_UINT,DINT,,present,"UINT (depth: 16 bit, 0..65535)"
ETcVnElementType,Enums,TCVN_ET_INT,DINT,,present,"INT (depth: 16 bit, -32768..32767)"
ETcVnElementType,Enums,TCVN_ET_DINT,DINT,,present,"DINT (depth: 32 bit, -2147483648..2147483647)"
ETcVnElementType,Enums,TCVN_ET_REAL,DINT,,present,"REAL (depth: 32 bit, ~ -3.402823E 10^38 .. ~ 3.402823E 38)"
ETcVnElementType,Enums,TCVN_ET_LREAL,DINT,,present,"LREAL (depth: 64 bit, ~ -1.79769313486231E 308 .. ~ 1.79769313486232E 308)"
ETcVnEstimationAlgorithm,Enums,TCVN_EA_DEFAULT,DINT,,present,Use all points.
ETcVnEstimationAlgorithm,Enums,TCVN_EA_LMEDS,DINT,,present,Least Median of Squares
ETcVnEstimationAlgorithm,Enums,TCVN_EA_RANSAC,DINT,,present,Random Sample Consensus
ETcVnEstimationAlgorithm,Enums,TCVN_EA_RHO,DINT,,present,Progressive Sample Consensus
ETcVnExtremePointDirection,Enums,TCVN_EPD_TOP_LEFT,DINT,,present,"Find the topmost point (min y, take left one if more than 1)."
ETcVnExtremePointDirection,Enums,TCVN_EPD_TOP_MEDIAN,DINT,,present,"Find the topmost point (min y, take median one if more than 1)."
ETcVnExtremePointDirection,Enums,TCVN_EPD_TOP_RIGHT,DINT,,present,"Find the topmost point (min y, take right one if more than 1)."
ETcVnExtremePointDirection,Enums,TCVN_EPD_BOTTOM_LEFT,DINT,,present,"Find the bottommost point (max y, take left one if more than 1)."
ETcVnExtremePointDirection,Enums,TCVN_EPD_BOTTOM_MEDIAN,DINT,,present,"Find the bottommost point (max y, take median one if more than 1)."
ETcVnExtremePointDirection,Enums,TCVN_EPD_BOTTOM_RIGHT,DINT,,present,"Find the bottommost point (max y, take right one if more than 1)."
ETcVnExtremePointDirection,Enums,TCVN_EPD_LEFT_TOP,DINT,,present,"Find the leftmost point (min x, take top one if more than 1)."
ETcVnExtremePointDirection,Enums,TCVN_EPD_LEFT_MEDIAN,DINT,,present,"Find the leftmost point (min x, take median one if more than 1)."
ETcVnExtremePointDirection,Enums,TCVN_EPD_LEFT_BOTTOM,DINT,,present,"Find the leftmost point (min x, take bottom one if more than 1)."
ETcVnExtremePointDirection,Enums,TCVN_EPD_RIGHT_TOP,DINT,,present,"Find the rightmost point (max x, take top one if more than 1)."
ETcVnExtremePointDirection,Enums,TCVN_EPD_RIGHT_MEDIAN,DINT,,present,"Find the rightmost point (max x, take median one if more than 1)."
ETcVnExtremePointDirection,Enums,TCVN_EPD_RIGHT_BOTTOM,DINT,,present,"Find the rightmost point (max x, take bottom one if more than 1)."
ETcVnFeatureDescriptorTypeAKAZE,Enums,TCVN_FDT_AKAZE_KAZE_UPRIGHT,DINT,,present,"KAZE descriptor (upright, i.e. rotation dependend)."
ETcVnFeatureDescriptorTypeAKAZE,Enums,TCVN_FDT_AKAZE_KAZE,DINT,,present,KAZE descriptor (rotation invariant).
ETcVnFeatureDescriptorTypeAKAZE,Enums,TCVN_FDT_AKAZE_MLDB_UPRIGHT,DINT,,present,"MLDB descriptor (upright, i.e. rotation dependend)."
ETcVnFeatureDescriptorTypeAKAZE,Enums,TCVN_FDT_AKAZE_MLDB,DINT,,present,MLDB descriptor (rotation invariant).
ETcVnFeatureScalingType,Enums,TCVN_FST1_MAXABS,DINT,,present,Use the max of the absolute values of the feature vector. The normlized values are in the range [-1 to 1] or [0 to 1] if all the original values are positive.
ETcVnFeatureScalingType,Enums,TCVN_FST1_MINMAX,DINT,,present,Use the min and max values of the feature vector. The normlized values are in the range [0 to 1]
ETcVnFeatureScalingType,Enums,TCVN_FST1_STANDARDIZATION,DINT,,present,Use the mean and the standard deviation of the feature vector. The normalized vector has a mean value equal to zero and standard deviation equal to one
ETcVnFeatureScoreTypeORB,Enums,TCVN_FST_ORB_HARRIS,DINT,,present,"Harris algorithm (produces more stable keypoints, but computation takes longer)."
ETcVnFeatureScoreTypeORB,Enums,TCVN_FST_ORB_FAST,DINT,,present,"FAST algorithm (produces slightly less stable keypoints, but computation is faster)."
ETcVnFilterDirection,Enums,TCVN_FD_X,INT,,present,X-direction
ETcVnFilterDirection,Enums,TCVN_FD_Y,INT,,present,Y-direction
ETcVnFindRoisMethod,Enums,TCVN_FRM_GRID,UDINT,,present,Extracts ROIs by laying a regular grid of stRoiSize cells (see TcVnParamsFindRois) over the image and keeping only cells that contain sufficient texture. This method supports both binary and grayscale images.
ETcVnFindRoisMethod,Enums,TCVN_FRM_CONNECTEDCOMPONENTS,UDINT,,present,"Extracts ROIs using connected-component analysis. The binary image is dilated to bridge nearby components, and then labeled."
ETcVnFindTemplateWalshOptions,Enums,TCVN_FTWO_NONE,UDINT,,present,Do not use any special options.
ETcVnFindTemplateWalshOptions,Enums,TCVN_FTWO_SKIP_DC,UDINT,,present,"Skip the DC component during similarity computation. The DC or ""direct current"" component is the first Walsh component. In contrast to further components, using it for projections captures total pixel intensities and not spatial differences. Therefore, skipping it may improve the robustness to illumination changes."
ETcVnFindTemplateWalshOptions,Enums,TCVN_FTWO_WD_STOP_CORRECTION,UDINT,,present,Use an heuristic to adapt the match threshold in case of watchdog stops
ETcVnFindTemplateWalshOptions,Enums,TCVN_FTWO_FUSE_MATCHES,UDINT,,present,Fuse matches with different rotations and similar locations.
ETcVnFindTemplateWalshOptions,Enums,TCVN_FTWO_ROTATED_RECTANGLE,UDINT,,present,Return the results as a container of type ContainerType_Vector_TcVnRotatedRectangle
ETcVnFindTemplateWalshOptions,Enums,TCVN_FTWO_MATCH_OPPOSITE_RANGE,UDINT,,present,Match with the given rotation angles and the opposite rotation angles (only usable with range-based functions)
ETcVnFlipAxis,Enums,TCVN_FA_XY,INT,,present,Flip the image around both axes
ETcVnFlipAxis,Enums,TCVN_FA_X,INT,,present,Flip the image around the X axis
ETcVnFlipAxis,Enums,TCVN_FA_Y,INT,,present,Flip the image around the Y axis
ETcVnFontType,Enums,TCVN_FT_HERSHEY_SIMPLEX,DINT,,present,Normal size sans-serif font.
ETcVnFontType,Enums,TCVN_FT_HERSHEY_PLAIN,DINT,,present,Small size sans-serif font.
ETcVnFontType,Enums,TCVN_FT_HERSHEY_DUPLEX,DINT,,present,More complex normal size sans-serif font.
ETcVnFontType,Enums,TCVN_FT_HERSHEY_COMPLEX,DINT,,present,Normal size serif font.
ETcVnFontType,Enums,TCVN_FT_HERSHEY_TRIPLEX,DINT,,present,More complex normal size serif font.
ETcVnFontType,Enums,TCVN_FT_HERSHEY_COMPLEX_SMALL,DINT,,present,Small size serif font.
ETcVnFontType,Enums,TCVN_FT_HERSHEY_SCRIPT_SIMPLEX,DINT,,present,Hand-writing style font.
ETcVnFontType,Enums,TCVN_FT_HERSHEY_SCRIPT_COMPLEX,DINT,,present,More complex hand-writing style font.
ETcVnFontType,Enums,TCVN_FT_HERSHEY_PLAIN_ITALIC,DINT,,present,Small size sans-serif font (italic).
ETcVnFontType,Enums,TCVN_FT_HERSHEY_COMPLEX_ITALIC,DINT,,present,Normal size serif font (italic).
ETcVnFontType,Enums,TCVN_FT_HERSHEY_TRIPLEX_ITALIC,DINT,,present,More complex normal size serif font (italic).
ETcVnFontType,Enums,TCVN_FT_HERSHEY_COMPLEX_SMALL_ITALIC,DINT,,present,Small size serif font (italic).
ETcVnHoughMethod,Enums,TCVN_HM_STANDARD,DINT,,present,"Classical or standard Hough transform. Every line is represented by two floating-point numbers (f1, f2), where f1 is a distance between (0,0) origin and the line, and f2 is the angle between x-axis and the normal to the line."
ETcVnHoughMethod,Enums,TCVN_HM_PROBABILISTIC,DINT,,present,"Probabilistic Hough transform. More efficient for pictures containing long linear segments. Returns line segments rather than the whole line, while each segment is represented by start and end point."
ETcVnHoughMethod,Enums,TCVN_HM_MULTI_SCALE,DINT,,present,Multi scale variant of classical Hough transform.
ETcVnHoughMethod,Enums,TCVN_HM_GRADIENT,DINT,,present,"Method designed to find circles. See paper: HK Yuen, John Princen, John Illingworth, and Josef Kittler. Comparative study of hough transform methods for circle finding. Image and Vision Computing, 8(1):71–77, 1990"
ETcVnHoughMethod,Enums,TCVN_HM_GRADIENT_ALT,DINT,,present,Variation of the GRADIENT method.
ETcVnInitializableFunction,Enums,TCVN_IF_OCR,DINT,,present,F_VN_OCR
ETcVnInitializableFunction,Enums,TCVN_IF_CODEDETECTION,DINT,,present,F_VN_DetectCodesNeuralNetwork
ETcVnInterpolationType,Enums,TCVN_IT_NEAREST_NEIGHBOR,DINT,,present,Nearest neighbor interpolation
ETcVnInterpolationType,Enums,TCVN_IT_BILINEAR,DINT,,present,Bilinear interpolation
ETcVnInterpolationType,Enums,TCVN_IT_BICUBIC,DINT,,present,Bicubic interpolation
ETcVnInterpolationType,Enums,TCVN_IT_AREA_BASED,DINT,,present,Area based interpolation
ETcVnInterpolationType,Enums,TCVN_IT_LANCZOS4,DINT,,present,Lanczos4 interpolation
ETcVnInterpolationType,Enums,TCVN_IT_BILINEAR_EXACT,DINT,,present,Bit exact bilinear interpolation
ETcVnInterpolationType,Enums,TCVN_IT_NEAREST_NEIGHBOR_EXACT,DINT,,present,Bit exact nearest neighbor interpolation
ETcVnJpegSampling,Enums,TCVN_JS_444,DINT,,present,"Sampling factors 1x1, 1x1, 1x1 (full chroma resolution)"
ETcVnJpegSampling,Enums,TCVN_JS_440,DINT,,present,"Sampling factors 1x2, 1x1, 1x1"
ETcVnJpegSampling,Enums,TCVN_JS_422,DINT,,present,"Sampling factors 2x1, 1x1, 1x1"
ETcVnJpegSampling,Enums,TCVN_JS_420,DINT,,present,"Sampling factors 2x2, 1x1, 1x1 (default)"
ETcVnJpegSampling,Enums,TCVN_JS_411,DINT,,present,"Sampling factors 4x1, 1x1, 1x1"
ETcVnJpegSampling,Enums,TCVN_JS_410,DINT,,present,"Sampling factors 4x2, 1x1, 1x1 (lowest chroma resolution)"
ETcVnKeypointDetectionTypeAGAST,Enums,TCVN_KDT_AGAST_5_8,DINT,,present,5 of 8
ETcVnKeypointDetectionTypeAGAST,Enums,TCVN_KDT_AGAST_7_12d,DINT,,present,7 of 12 diamond
ETcVnKeypointDetectionTypeAGAST,Enums,TCVN_KDT_AGAST_7_12s,DINT,,present,7 of 12 square
ETcVnKeypointDetectionTypeAGAST,Enums,TCVN_KDT_AGAST_9_16,DINT,,present,9 of 16
ETcVnKeypointDetectionTypeFAST,Enums,TCVN_KDT_FAST_5_8,DINT,,present,5 of 8
ETcVnKeypointDetectionTypeFAST,Enums,TCVN_KDT_FAST_7_12,DINT,,present,7 of 12
ETcVnKeypointDetectionTypeFAST,Enums,TCVN_KDT_FAST_9_16,DINT,,present,9 of 16
ETcVnKnn,Enums,TCVN_KNN_CLASSIFIER,UDINT,,present,Classifier
ETcVnKnn,Enums,TCVN_KNN_NOVELTY_DETECTOR,UDINT,,present,Novelty detector
ETcVnKnn,Enums,TCVN_KNN_REGRESSOR,UDINT,,present,Regressor
ETcVnLayerNameType,Enums,TCVN_LNT_ALL,DINT,,present,Return the name of all layers
ETcVnLayerNameType,Enums,TCVN_LNT_OUTPUTS,DINT,,present,Return the names of unconnected output layers
ETcVnLayerNameType,Enums,TCVN_LNT_INPUTS,DINT,,present,Return the names of model inputs
ETcVnLineType,Enums,TCVN_LT_4_CONNECTED,DINT,,present,4-connected (pixels are connected horizontally and vertically).
ETcVnLineType,Enums,TCVN_LT_8_CONNECTED,DINT,,present,"8-connected (pixels are connected horizontally, vertically and diagonally)."
ETcVnLineType,Enums,TCVN_LT_ANTIALIASED,DINT,,present,"Antialiased (drawn using Gaussian filtering, only implemented for 8-bit images)."
ETcVnMatchTemplateWalshOptions,Enums,TCVN_MTWO_NONE,UDINT,,present,Do not use any special options.
ETcVnMatchTemplateWalshOptions,Enums,TCVN_MTWO_NORMED,UDINT,,present,"Normalize the elements of the output image to the interval [0, 1.0]."
ETcVnMatchTemplateWalshOptions,Enums,TCVN_MTWO_SKIP_DC,UDINT,,present,"Skip the DC component during similarity computation. The DC or ""direct current"" component is the first Walsh component. In contrast to further components, using it for projections captures total pixel intensities and not spatial differences. Therefore, skipping it may improve the robustness to illumination changes."
ETcVnMergeRegionsOptions,Enums,TCVN_MRO_UPRIGHTBOUNDINGRECT,ULINT,,present,Merge each group into an axis-aligned (upright) bounding rectangle.
ETcVnMorphologicalOperator,Enums,TCVN_MO_EROSION,DINT,,present,"Shrinks objects (regions of foreground (i.e. white) pixels), removing regions smaller than the structuring element completely."
ETcVnMorphologicalOperator,Enums,TCVN_MO_DILATION,DINT,,present,Expands objects and thereby closes small holes inside objects.
ETcVnMorphologicalOperator,Enums,TCVN_MO_OPENING,DINT,,present,"Applies an erosion first, a dilation second. Objects smaller than the structuring element are removed while outer shapes remain largely the same."
ETcVnMorphologicalOperator,Enums,TCVN_MO_CLOSING,DINT,,present,"Applies a dilation first, an erosion second. Holes inside objects that fit into the structuring element are closed completely while outer shapes remain largely the same."
ETcVnMorphologicalOperator,Enums,TCVN_MO_GRADIENT,DINT,,present,Difference between the dilation and the erosion of an image.
ETcVnMorphologicalOperator,Enums,TCVN_MO_WHITE_TOPHAT,DINT,,present,Difference between an input image and its opening.
ETcVnMorphologicalOperator,Enums,TCVN_MO_BLACK_TOPHAT,DINT,,present,Difference between an input image and its closing.
ETcVnMorphologicalOperator,Enums,TCVN_MO_OPENING_BY_RECONSTRUCTION,DINT,,present,Opening with subsequent reconstruction of objects that were not removed by the opening.
ETcVnMorphologicalOperator,Enums,TCVN_MO_CLOSING_BY_RECONSTRUCTION,DINT,,present,Closing with subsequent reconstruction of objects that were not removed by the closing.
ETcVnMorphologicalOperator,Enums,TCVN_MO_WHITE_TOPHAT_BY_RECONSTRUCTION,DINT,,present,White tophat with subsequent reconstruction of objects that were not removed by the white tophat.
ETcVnMorphologicalOperator,Enums,TCVN_MO_BLACK_TOPHAT_BY_RECONSTRUCTION,DINT,,present,Black tophat with subsequent reconstruction of objects that were not removed by the black tophat.
ETcVnNbc,Enums,TCVN_NBC_CLASSIFIER,UDINT,,present,Classifier
ETcVnNbc,Enums,TCVN_NBC_NOVELTY_DETECTOR,UDINT,,present,Novelty detector
ETcVnNormalizationType,Enums,TCVN_NT_INF,DINT,,present,Infinity norm
ETcVnNormalizationType,Enums,TCVN_NT_L1,DINT,,present,L1 norm
ETcVnNormalizationType,Enums,TCVN_NT_L2,DINT,,present,L2 (euclidean) norm
ETcVnNormalizationType,Enums,TCVN_NT_L2SQR,DINT,,present,Squared L2 norm
ETcVnNormalizationType,Enums,TCVN_NT_HAMMING,DINT,,present,Hamming distance (bitwise)
ETcVnNormalizationType,Enums,TCVN_NT_HAMMING2,DINT,,present,Hamming distance (each 2 bits combined to one)
ETcVnNormalizationType,Enums,TCVN_NT_RELATIVE_INF,DINT,,present,"Infinity norm (when comparing 2 arrays, the norm of their difference is divided by the norm of the second array)"
ETcVnNormalizationType,Enums,TCVN_NT_RELATIVE_L1,DINT,,present,"L1 norm (when comparing 2 arrays, the norm of their difference is divided by the norm of the second array)"
ETcVnNormalizationType,Enums,TCVN_NT_RELATIVE_L2,DINT,,present,"L2 (euclidean) norm (when comparing 2 arrays, the norm of their difference is divided by the norm of the second array)"
ETcVnNormalizationType,Enums,TCVN_NT_RELATIVE_L2SQR,DINT,,present,"Squared L2 norm (when comparing 2 arrays, the norm of their difference is divided by the norm of the second array)"
ETcVnNormalizationType,Enums,TCVN_NT_RELATIVE_HAMMING,DINT,,present,"Hamming distance (bitwise; when comparing 2 arrays, the norm of their difference is divided by the norm of the second array)"
ETcVnNormalizationType,Enums,TCVN_NT_RELATIVE_HAMMING2,DINT,,present,"Hamming distance (each 2 bits combined to one; when comparing 2 arrays, the norm of their difference is divided by the norm of the second array)"
ETcVnNormalizationType,Enums,TCVN_NT_MINMAX,DINT,,present,Normalize the values to a range given by a minimum and a maximum value.
ETcVnOcrModelType,Enums,TCVN_OMT_NUMBERS,ULINT,,present,Classify numbers
ETcVnOcrModelType,Enums,TCVN_OMT_NUMBERS_SC,ULINT,,present,Classify numbers and special characters
ETcVnOcrModelType,Enums,TCVN_OMT_UCLETTERS,ULINT,,present,Classify uppercase letters
ETcVnOcrModelType,Enums,TCVN_OMT_NUMBERS_SC_UCLETTERS,ULINT,,present,"Classify numbers, special characters and uppercase letters"
ETcVnOcrModelType,Enums,TCVN_OMT_CNN_NUMBERS_SC_LETTERS,ULINT,,present,"Recognizes numbers, special characters, mixed-case letters. Bounding boxes are not returned. Pattern handling is not supported."
ETcVnOcrOptions,Enums,TCVN_OO_NONE,UDINT,,present,No options
ETcVnOcrOptions,Enums,TCVN_OO_WITHBLANKS,UDINT,,present,"Indicates that if blanks were found, they should be included in the result. By default, all blanks are omitted from the result."
ETcVnOcrOptions,Enums,TCVN_OO_NOVELTY_LEVEL1,UDINT,,present,"The novelty detector is used with high sensitivity to novelty. It filters most unknown characters, but can reject valid characters. Novelty detector support depends on the selected model type."
ETcVnOcrOptions,Enums,TCVN_OO_NOVELTY_LEVEL2,UDINT,,present,The novelty detector is used with balanced sensitivity to novelty. It filters many unknown characters with minimal rejection of valid characters. Novelty detector support depends on the selected model type.
ETcVnOcrOptions,Enums,TCVN_OO_NOVELTY_LEVEL3,UDINT,,present,The novelty detector is used with reduced sensitivity to novelty. It filters clearly unknown characters and almost never rejects valid characters. Novelty detector support depends on the selected model type.
ETcVnOrientationMethod,Enums,TCVN_OM_PCA,DINT,,present,Apply the PCA on the points and calculate the mean point as the center point and the rotation angle of the main principal axis
ETcVnOrientationMethod,Enums,TCVN_OM_FITELLIPSE,DINT,,present,Fit an ellipse around the points and calculate the center point and the rotation angle of the main axis
ETcVnOrientationMethod,Enums,TCVN_OM_MOMENTS,DINT,,present,Calculate the moments of the points and estimate the center of mass and the rotation angle
ETcVnOrientationMethod,Enums,TCVN_OM_ENCLOSINGRECT,DINT,,present,Calculate a minimum area rectangle enclosing the points and calculate the center point and the rotation angle of the rectangle
ETcVnPaddingMode,Enums,TCVN_PM_NONE,DINT,,present,Resize the image to the desired size without extra processing
ETcVnPaddingMode,Enums,TCVN_PM_CROP_CENTER,DINT,,present,Resize and crop the image
ETcVnPaddingMode,Enums,TCVN_PM_LETTERBOX,DINT,,present,Resize the image to the desired size while preserving the aspect ratio of the original image
